,Address,Lat,Long,Area,Asking,Bathrooms,Bedrooms,Built Year,Developer,District,facilities,Floor,Furnish,HDB Town,Model,No. of Units,Property Name,Property Type,PSF,Tenure,X-Valuation,DistrictValue
1654,Victoria Park Grove,1.321712145,103.8033331,NA,4.00E+06,6,5,2018,Athens Residential Development Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Park/greenery View|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Private Lift|Private Garden|Roof Terrace|Bombshelter,NA,NA,NA,NA,109,Victoria Park Villas,Semi-Detached,NA,LEASEHOLD/99 years,NA,10
1655,7 Mount Sophia (228458),1.301285758,103.8467796,1130,2212000,2,3,NA,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,Seating Corner|Childcare Drop-off Plaza|50M Lap Pool|Main Entrance Drop-off Plaza|Guardhouse|Gymnasium|Bio-pond|Male And Female Changing And Steam Rooms|Yoga Decks|Steps Cascades|The Sophia Grand Staircase|Management Office|The Sophia Mirror Pool|Timber Deck|Clubhouse Drop-off Plaza|Internet Corner|Children's Water Play|Residents' Side Gate|Jacuzzi|Multi-purpose Media Room|Water Cascades|Function Rooms|Children's Pool|Mountain Terraces|Lounge|Conserved Building: Childcare/kindergarten|Fitness Stations|Sunning Deck|Pavilion|Toddler's Playground|Substation|Bbq Corner|Reflective Pool|Vantage Deck|Adventure Playground|Water Wall|Conserved Building: Restaurant|Bin Centre|Games Room|Jogging Path|Lagoon Pool|Park/greenery View|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Maidsroom,NA,Partially Furnished,NA,Condominium,493,Sophia Hills,Condominium,1958,LEASEHOLD/99 years,NA,9
1656,6 Sinaran Drive (307468),1.319436674,103.8450562,1453,2580000,2,2,2011,Riverside Investments Pte Ltd,D11 - Newton / Novena,Landscaped Garden|Fitness Area|Securities|Swimming Pool|Wadpool|Tennis Court|Gymnasium|Renovated|Park/greenery View|City View|Air Conditioning|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Flooring For Living/dining|Air-conditioning|Flooring For Bedroom|Wardrobe|Kitchen|Balcony,NA,Fully Furnished,NA,Condominium,417,Soleil @ Sinaran,Condominium,1776,LEASEHOLD/99 years,NA,11
1657,7 Mount Sophia (228458),1.301285758,103.8467796,560,1089000,1,1,2018,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,Toddler's Playground|Bio-pond|Sunning Deck|Mountain Terraces|Pavilion|Fitness Stations|Jacuzzi|Reflective Pool|Bbq Corner|Yoga Decks|Management Office|Timber Deck|Bin Centre|Games Room|Adventure Playground|The Sophia Mirror Pool|Clubhouse Drop-off Plaza|Main Entrance Drop-off Plaza|Multi-purpose Media Room|Conserved Building: Restaurant|Function Rooms|Children's Water Play|50M Lap Pool|Substation|Gymnasium|Internet Corner|Seating Corner|Male And Female Changing And Steam Rooms|Steps Cascades|Conserved Building: Childcare/kindergarten|Jogging Path|Childcare Drop-off Plaza|The Sophia Grand Staircase|Water Cascades|Water Wall|Vantage Deck|Children's Pool|Residents' Side Gate|Guardhouse|Lounge|Lagoon Pool|Park/greenery View|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Not Furnished,NA,Condominium,493,Sophia Hills,Condominium,1945,LEASEHOLD/99 years,NA,9
1658,7 Mount Sophia (228458),1.301285758,103.8467796,700,1364000,2,2,2018,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,Children's Water Play|Children's Pool|Main Entrance Drop-off Plaza|Conserved Building: Restaurant|Reflective Pool|Bbq Corner|Internet Corner|The Sophia Mirror Pool|Function Rooms|Water Wall|Adventure Playground|Seating Corner|Mountain Terraces|Conserved Building: Childcare/kindergarten|Jogging Path|Sunning Deck|Timber Deck|Clubhouse Drop-off Plaza|Bin Centre|Guardhouse|Childcare Drop-off Plaza|Multi-purpose Media Room|Jacuzzi|The Sophia Grand Staircase|Lounge|Residents' Side Gate|Lagoon Pool|Pavilion|Games Room|Vantage Deck|Bio-pond|Substation|Management Office|Water Cascades|50M Lap Pool|Steps Cascades|Fitness Stations|Toddler's Playground|Gymnasium|Male And Female Changing And Steam Rooms|Yoga Decks|Park/greenery View|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,493,Sophia Hills,Condominium,1949,LEASEHOLD/99 years,NA,9
1659,Charlton Lane,1.35572838,103.8817968,NA,2930000,3,5,1979,NA,D19 - Hougang / Punggol / Sengkang,Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Private Garden|Terrace,NA,NA,NA,Terrace,NA,Foh Pin Garden,Terrace,NA,FREEHOLD,NA,19
1660,31 Fernhill Road (259091),NA,NA,1378,2300000,3,3,NA,NA,D10 - Tanglin / Holland / Bukit Timah,Renovated|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater,NA,Fully Furnished,NA,Townhouse,NA,Fernhill Road,Condominium,1669,FREEHOLD,NA,10
1661,98 Bedok North Avenue 4 (460098),1.334232631,103.9398437,12,638000,2,3,NA,NA,NA,Renovated|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Bombshelter,NA,Fully Furnished,Bedok,Simplified,NA,Bedok North Avenue 4,HDB 5 Rooms,474,LEASEHOLD/99 years,NA,NA
1662,17 Seletar Road (807019),1.386423086,103.8695915,581,788000,1,1,2015,Asplenium Land Pte Ltd,D28 - Seletar / Yio Chu Kang,Air Conditioning|Water Heater,NA,NA,NA,Condominium,276,Seletar Park Residence,Condominium,1356,LEASEHOLD/99 years,NA,28
1663,1 Rhu Cross (437431),1.296105617,103.8672246,1344,1780000,3,2,NA,Amcol Gardens (Tanjong Rhu) Pte Ltd,D15 - East Coast / Marine Parade,Renovated|Park/greenery View|Corner Unit|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Not Furnished,NA,Condominium,737,Costa Rhu,Condominium,1324,LEASEHOLD/99 years,NA,15
1664,Seletar Terrace,1.380765549,103.869283,NA,3500000,NA,5,NA,FAIRVIEW DEVELOPMENTS PTE LTD,D28 - Seletar / Yio Chu Kang,Corner Unit|Park/greenery View|Air Conditioning|Balcony,NA,NA,NA,Corner Terrace,82,Belgravia Park,Terrace,NA,Freehold,NA,28
1665,76 Lorong M Telok Kurau (425412),NA,NA,699,1189000,1,1+1,2015,Far East Organization,D15 - East Coast / Marine Parade,Ground Floor|Park / Greenery View|Swimming Pool View|Corner Unit|Swimming Pool View|Renovated|Park/greenery View|Cooker Hob/hood|Bathtub|Intercom|Water Heater|Air Conditioning|Hairdryer|Bathtub|Air Conditioning|Intercom|Hairdryer|Cooker Hob/hood|Water Heater|Outdoor Patio|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,109,The Seawind,Condominium,1701,FREEHOLD,NA,15
1666,16 Upper Boon Keng Road (380016),1.315452715,103.8716466,6,345000,2,2,NA,NA,NA,Renovated|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater,NA,Fully Furnished,Kallang/Whampoa,Improved,NA,Upper Boon Keng Road,HDB 3 Rooms,493,LEASEHOLD/99 years,NA,NA
1667,29 Transit Road (778905),1.404364138,103.8175287,1045,848888,2,2+1,2003,KEDRON INVESTMENTS,D26 - Mandai / Upper Thomson,Swimming Pool|Gymnasium|Barbecue Area|Fitness Area|Securities|Wadpool|Car Park|Tennis Court|Corner Unit|Air Conditioning|Cooker Hob/hood|Air-conditioning|Flooring For Bedroom|Flooring For Living/dining|Kitchen|Wardrobe|Bombshelter,NA,NA,NA,Condominium,118,Forest Hills Condominium,Condominium,812,LEASEHOLD/99 years,NA,26
1668,63 Flora Drive (506848),1.35596358,103.9671228,463,6.00E+05,NA,1,2016,Tripartite Developers Pte. Limited,D17 - Changi Airport / Changi Village,Aqua Seats|Lawn With Hammocks|Social Pool With Hanging Lounges|Water Feature|Fitness Stations|Pavilions|Playground|Tennis Court|Stretching Lawn|50M Lap Pool|Pool Deck|Party Deck With Bbq|Spa Pods|Pool Side Dining Deck|Patio|Bubbling Pool|Aqua Gym|Toilet With Changing Room|Water Bungalow|Kids Pool|Topiary Lawn|Spa Pool|Jogging Track|Sunken Deck|Clubhouse|Corner Unit|Renovated|Swimming Pool View|Air Conditioning|Water Heater|Cooker Hob/hood|Balcony,NA,Partially Furnished,NA,Condominium,396,The Inflora,Condominium,1296,LEASEHOLD/99 years,NA,17
1669,21 Peck Hay Road (228314),1.309153185,103.8375914,2809,6.00E+06,NA,4,2010,PH Properties Pte Ltd,D9 - Orchard / River Valley,Renovated|Park/greenery View|Swimming Pool View|Corner Unit|Water Heater|Hairdryer|Bathtub|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe|Maidsroom,NA,NA,NA,Condominium,70,CityVista Residences,Condominium,2136,FREEHOLD,NA,9
1670,3 Lorong 5 Toa Payoh (319459),1.339281457,103.8513604,980,1489000,3,3,NA,GEM Homes Pte Ltd,D12 - Balestier / Toa Payoh,Corner Unit|Park/greenery View|Cooker Hob/hood|Air Conditioning|Balcony,NA,NA,NA,Condominium,578,Gem Residences,Condominium,1519,LEASEHOLD/99 years,NA,12
1671,6 Derbyshire Road (309462),1.315787883,103.8460409,474,1200000,NA,1,2017,Fantasia (Novena) Pte Ltd,D11 - Newton / Novena,Reflective Pool|Children Playground|Pavilion|Gymnasium|Spa Pool|Bbq Pits|Community Sky Garden|Simming Pool|Air Conditioning|Water Heater,NA,NA,NA,Condominium,168,6 Derbyshire,Condominium,2532,FREEHOLD,NA,11
1672,170A Punggol Field (821170),1.393554391,103.914862,9,450000,2,3,2014,NA,NA,Corner Unit|Renovated|Air Conditioning|Cooker Hob/hood|Water Heater,NA,NA,Punggol,NA,NA,Punggol Field,HDB 4 Rooms,450,LEASEHOLD/99 years,NA,NA
1673,127 Compassvale Bow (544821),1.38149283,103.891152,829,850000,2,2,2013,FCL Compassvale Pte. Ltd.,D19 - Hougang / Punggol / Sengkang,Corner Unit|Swimming Pool View|Renovated|Air Conditioning|Balcony,NA,Partially Furnished,NA,Executive Condominium,573,Esparina Residences,Condominium,1025,LEASEHOLD/99 years,NA,19
1674,673A Jurong West Street 65 (641673),1.344219571,103.7011051,8,372000,2,3,2002,NA,NA,Air Conditioning|Cooker Hob/hood|Water Heater|Bombshelter,NA,Fully Furnished,Jurong West,Model A,NA,Jurong West Street 65,HDB 4 Rooms,402,LEASEHOLD/99 years,NA,NA
1675,26 Newton Road (307957),1.315705605,103.8416612,474,1215000,1,1,2016,Novelty Corp Pte Ltd,D11 - Newton / Novena,"Outdoor Shower|Swimming Pool|Changing Room, Shower Point|Genset|Lobby|Gymnasium|Children Playground|Cabana|Drop Off Point|Car Park|Wading Pool|Pavilion With Bbq Corner|Pool Deck|Bin Centre|Sentry Point|Renovated|Park/greenery View|City View|Swimming Pool View|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Hairdryer|Balcony",NA,Partially Furnished,NA,Condominium,180,26 Newton,Condominium,2563,FREEHOLD,NA,11
1676,26 Newton Road (307957),1.315705605,103.8416612,775,1979000,2,2,2016,Novelty Corp Pte Ltd,D11 - Newton / Novena,"Genset|Changing Room, Shower Point|Drop Off Point|Lobby|Swimming Pool|Cabana|Pool Deck|Outdoor Shower|Gymnasium|Car Park|Children Playground|Pavilion With Bbq Corner|Wading Pool|Sentry Point|Bin Centre|Renovated|Park/greenery View|City View|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony",NA,Partially Furnished,NA,Condominium,180,26 Newton,Condominium,2554,FREEHOLD,NA,11
1677,6 Sims Drive (387388),1.319266438,103.8806155,958,1581000,3,3,NA,Sims Urban Oasis Pte Ltd,D14 - Eunos / Geylang / Paya Lebar,Swimming Pool View|Park/greenery View|City View|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,1024,Sims Urban Oasis,Condominium,1650,LEASEHOLD/99 years,NA,14
1678,27 Mount Sophia (228478),1.301008314,103.8473058,700,1658000,NA,3,NA,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,Children's Water Play|Steps Cascades|Children's Pool|Multi-purpose Media Room|Sunning Deck|Lounge|Childcare Drop-off Plaza|Pavilion|Yoga Decks|Male And Female Changing And Steam Rooms|Fitness Stations|Management Office|Jacuzzi|Gymnasium|Residents' Side Gate|Mountain Terraces|Function Rooms|Lagoon Pool|Substation|Toddler's Playground|The Sophia Mirror Pool|Games Room|Bio-pond|Guardhouse|The Sophia Grand Staircase|Vantage Deck|Main Entrance Drop-off Plaza|Reflective Pool|50M Lap Pool|Timber Deck|Clubhouse Drop-off Plaza|Conserved Building: Childcare/kindergarten|Adventure Playground|Bin Centre|Internet Corner|Water Cascades|Seating Corner|Jogging Path|Water Wall|Bbq Corner|Conserved Building: Restaurant,NA,NA,NA,Condominium,493,Sophia Hills,Condominium,2369,LEASEHOLD/99 years,NA,9
1679,23 Amber Road (439871),NA,NA,1604,2480000,NA,2+1,2013,AG Capital Pte Ltd,D15 - East Coast / Marine Parade,Corner Unit|City View|Sea View|Park/greenery View|Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Private Pool|Water Heater|Jacuzzi|Balcony|Roof Terrace|Terrace,NA,NA,NA,Apartment,56,The Aristo @ Amber,Apartment,1546,FREEHOLD,NA,15
1680,Sin Ming Walk,1.365762251,103.8286025,5317,4600000,5,4,2015,Luxury Green Development Pte Ltd,D20 - Ang Mo Kio / Bishan / Thomson,Swimming Pool View|Park/greenery View|Jacuzzi|Bathtub|Intercom|Private Pool|Cooker Hob/hood|Water Heater|Air Conditioning|Outdoor Patio|Balcony|Walk-in-wardrobe|Roof Terrace|Bombshelter,NA,Partially Furnished,NA,Cluster House,361,Thomson Grand,Terrace,865,LEASEHOLD/99 years,NA,20
1681,277 Bedok South Avenue 3 (465457),1.323292475,103.9450487,1453,1900000,2,3,2017,"Far East Organization, Frasers Centrepoint and Sekisui House Ltd",D16 - Bedok / Upper East Coast,Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,NA,NA,Condominium,752,eCO,Condominium,1308,LEASEHOLD/99 years,NA,16
1682,269 Bedok South Avenue 3 (465488),1.324350576,103.9450222,1679,2300000,3,4,2017,"Far East Organization, Frasers Centrepoint and Sekisui House Ltd",D16 - Bedok / Upper East Coast,Air Conditioning|City View|Sea View|Cooker Hob/hood|Air Conditioning|Balcony,NA,NA,NA,Condominium,752,eCO,Condominium,1370,LEASEHOLD/99 years,NA,16
1683,196 Depot Road (109692),1.283457729,103.8026371,5608,3940000,3,4,2013,Ankerite Pte Ltd,D4 - Sentosa / Harbourfront,Play Zone|Gardening Zone|Lotus Pond|Multi-purpose Court|Landscape Courtyards|Outdoor Exercise Station|Party Pavillion|Pet Zone|Tennis Courts|Clubhouse|Bbq Promenade|Jogging Track|Sky Terraces|Bathtub|Water Heater|Balcony,NA,NA,NA,Condominium,1040,The Interlace,Condominium,703,LEASEHOLD/99 years,NA,4
1684,Victoria Park Grove,1.321712145,103.8033331,NA,4200000,6,5,NA,Athens Residential Development Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Water Heater|Bathtub|Air Conditioning|Cooker Hob/hood|Intercom|Balcony|Outdoor Patio|Maidsroom|Terrace|Private Garden|Bombshelter|Walk-in-wardrobe|Roof Terrace,NA,NA,NA,Semi-detached,109,Victoria Park Villas,Semi-Detached,NA,LEASEHOLD/99 years,NA,10
1685,42 Lakeside Drive (648322),NA,NA,1443,1650000,3,3+1,2014,Keppel Land (Mayfair) Pte Ltd,D22 - Boon Lay / Jurong / Tuas,Corner Unit|Park/greenery View|Renovated|Bathtub|Hairdryer|Water Heater|Air Conditioning|Cooker Hob/hood|Intercom|Balcony|Outdoor Patio|Maidsroom|Private Garden,NA,Fully Furnished,NA,Condominium,629,The Lakefront Residences,Condominium,1143,LEASEHOLD/99 years,NA,22
1686,370A Alexandra Road (159954),1.289558146,103.8055604,1206,1650000,2,2,NA,Anchor Development Pte Ltd (CPL),D3 - Alexandra / Commonwealth,Tennis Court|Car Park|Gymnasium|Securities|Barbecue Area|Squash Court|Multi Purpose Hall|Swimming Pool|Fitness Area|Club House|Wadpool|Play Ground|Renovated|Corner Unit|Air Conditioning|Park/greenery View|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Air-conditioning|Wardrobe|Flooring For Living/dining|Kitchen|Flooring For Bedroom|Maidsroom|Balcony,NA,Not Furnished,NA,Condominium,775,The Anchorage,Condominium,1368,FREEHOLD,NA,3
1687,196 Westwood Avenue (648153),1.351679791,103.696551,1034,792900,NA,3,NA,KBD Westwood Pte Ltd,D22 - Boon Lay / Jurong / Tuas,Corner Unit|Renovated|Park/greenery View|City View|Swimming Pool View|Air Conditioning|Cooker Hob/hood|Intercom|Hairdryer|Water Heater|Balcony|Bombshelter|Maidsroom|Outdoor Patio|Walk-in-wardrobe,NA,NA,NA,Condominium,480,Westwood Residences,Condominium,767,LEASEHOLD/99 years,NA,22
1688,230 Commonwealth Avenue (149739),1.295734335,103.8060302,1302,1988000,2,4,NA,Wealthall Development Pte. Ltd.,D3 - Alexandra / Commonwealth,Hydrotherapy Pool With Aqua Gym|Private Dining Pavilion|Entry To Carpark|Side Gate|Children's Party Area|Spa Pavilions With Jacuzzi|Clubhouse|Substation|Lifestyle Pool|Sky Terrace|Relaxation Pavilion|Bin Centre|Gym|Cabana With Jacuzzi|Tennis Court|Arrival Court|Exit From Carpark|Guard House|Water Court|Outdoor Fitness Area|50M Lap Pool With Sun Deck|Covered Linkway To Bus Stop|Entry Court|Bbq Pavilions|Pool Decks|Renovated|Air Conditioning|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,845,Commonwealth Towers,Condominium,1527,LEASEHOLD/99 years,NA,3
1689,25 Pasir Ris Street 72 (518766),1.379984293,103.9349706,1141,850000,NA,3+1,2005,Whitewater Properties P L (far East Organization),D18 - Pasir Ris / Tampines,Jacuzzi|Club House|Gymnasium|Tennis Court|Landscaped Garden|Car Park|Fitness Area|Swimming Pool|Play Ground|Barbecue Area|Wadpool|Securities|Corner Unit|Park/greenery View|Renovated|Bathtub|Water Heater|Cooker Hob/hood|Air Conditioning|Flooring For Living/dining|Air-conditioning|Flooring For Bedroom|Wardrobe|Kitchen|Bombshelter,NA,NA,NA,Condominium,397,Whitewater,Condominium,745,LEASEHOLD/99 years,NA,18
1690,8 Balmoral Crescent (259928),1.315059748,103.8347402,925,1800000,NA,2,2004,Fook Tong Nam Construction Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Securities|Swimming Pool|Jacuzzi|Club House|Play Ground|Car Park|Wadpool|City View|Air Conditioning|Bathtub|Intercom|Water Heater|Cooker Hob/hood|Wardrobe|Flooring For Bedroom|Flooring For Living/dining|Air-conditioning|Kitchen|Bombshelter,NA,NA,NA,Apartment,44,Balmoral Heights,Apartment,1946,FREEHOLD,NA,10
1691,139A Lorong 1a Toa Payoh (311139),1.33627989,103.8439223,9,860000,2,3,NA,NA,NA,Renovated|Park/greenery View|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Not Furnished,Toa Payoh,Model A,NA,The Peak @ Toa Payoh,HDB 4 Rooms,878,LEASEHOLD/99 years,NA,NA
1692,93 Meyer Road (437986),1.296290175,103.8928361,5382,15756000,6,5,2014,Hong Leong Holdings Ltd,D15 - East Coast / Marine Parade,Pedestrian Side Gate|Children's Play Area|Visitor's Car Park|Children's Pool|Main Entrance Drop-off|Reading Pavilion|Chaise Pool|Tennis Court|Dining Pavilion|Table Games Pavilion|Clubhouse|Fun Pool|Jacuzzi Pool|Pool Deck|Adult Fitness Area|Swimming Pool|Sea View|Swimming Pool View|City View|Corner Unit|Park/greenery View|Air Conditioning|Bathtub|Cooker Hob/hood|Private Pool|Water Heater|Intercom|Walk-in-wardrobe|Roof Terrace|Maidsroom|Balcony|Bombshelter|Terrace|Outdoor Patio,NA,NA,NA,Condominium,239,The Meyerise,Condominium,2928,FREEHOLD,NA,15
1693,JANSEN ROAD,1.358884527,103.8781812,3759,2350000,5,4,2011,NA,D19 - Hougang / Punggol / Sengkang,Renovated|Park/greenery View|Swimming Pool View|Corner Unit|Private Pool|Water Heater|Hairdryer|Intercom|Cooker Hob/hood|Air Conditioning|Bombshelter|Roof Terrace|Outdoor Patio|Maidsroom,NA,Partially Furnished,NA,Cluster House,NA,Jansen 8,Terrace,625,FREEHOLD,NA,19
1694,113 Hougang Avenue 1 (530113),NA,NA,9,420000,2,3,1982,NA,NA,Air Conditioning|Air Conditioning|Water Heater,NA,Fully Furnished,Hougang,New Generation,NA,Hougang Avenue 1,HDB 4 Rooms,411,LEASEHOLD/99 years,NA,NA
1695,11 Yio Chu Kang Road (545679),1.354581369,103.8768865,1227,1600000,2,2,NA,RP North Pte Ltd / RP Properties Pte Ltd / Roxy-Pacific Developments Pte Ltd,D19 - Hougang / Punggol / Sengkang,Park/greenery View|Swimming Pool View|Private Pool|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Apartment,140,Space @ Kovan,Apartment,1304,FREEHOLD,NA,19
1696,273 Bedok South Avenue 3 (465490),1.323927208,103.9447096,1529,2100000,2,3,2017,"Far East Organization, Frasers Centrepoint and Sekisui House Ltd",D16 - Bedok / Upper East Coast,Renovated|Park/greenery View|City View|Corner Unit|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,752,eCO,Condominium,1373,LEASEHOLD/99 years,NA,16
1697,7 Bishan Street 15 (573908),1.352583332,103.8517592,1647,2090700,NA,3,2015,Bishan Residential  Development Pte Ltd,D20 - Ang Mo Kio / Bishan / Thomson,Guard House|Bbq / Party Dawn|Tennis Viewing Garden|Entry Court|Reflection Gardens|Pool Island|Water Wall|Tennis Court|Children's Pool|Leisure Pool|Bbq / Social Areas|Lily Ponds|50M Lap Pool|Air Conditioning|Cooker Hob/hood,NA,NA,NA,Condominium,509,Sky Habitat,Condominium,1269,LEASEHOLD/99 years,NA,20
1698,12 Leedon Heights (267935),1.314292282,103.8015524,5694,1.10E+07,NA,5,2015,Leedon Residence Development Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Reflective Pool|Recreational Garden|Tennis Courts|Tree Grove|The Dining Lounge|The Gym|The Grill|Jacuzzi|Kids’ Pool|Tree Avenue|Discovery Playground|Pavillions|Water Features|Arrival Court|Fitness Corner|The Club|The Forest Walk|Lap Pool|Pool Cabanas|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Private Pool|Balcony|Bombshelter,NA,NA,NA,Condominium,381,Leedon Residence,Condominium,1932,FREEHOLD,NA,10
1699,10 Alexandra View (158745),1.290154462,103.8165298,829,1532000,NA,2,NA,NA,D3 - Alexandra / Commonwealth,Swimming Pool View|Original Condition|Air Conditioning|Water Heater|Intercom|Cooker Hob/hood|Walk-in-wardrobe|Balcony,NA,NA,NA,Apartment,NA,Artra,Apartment,1848,LEASEHOLD/99 years,NA,3
1700,7 Alexandra View (158741),1.290820728,103.8183108,1291,2600000,NA,3,2016,Freshview Developments Pte Ltd,D3 - Alexandra / Commonwealth,Tennis Court|Arrival Drop-off|Club House|Pool Deck|Tree Avenue Walk|Cabanas|Children's Playground|Guard House|Sculpture Court|50M Lap Pool|Shower Room|Wading Pool|Reflective Pool|Relaxation Verdana|Arrival Court|Renovated|City View|Sea View|Corner Unit|Air Conditioning|Water Heater|Walk-in-wardrobe|Bombshelter|Outdoor Patio|Balcony,NA,NA,NA,Condominium,508,Echelon,Condominium,2014,LEASEHOLD/99 years,NA,3
